1,5922.05715274438
2,5943.04995632331
3,5939.62811936431
4,5942.65570205937
5,5954.58760658749
6,5959.62076329618
7,5964.30504346811
8,5968.99226356607
9,5978.73147180634
10,5981.99983254187
11,5987.05457592061
12,5996.45797547428
13,5998.99084091111
14,6006.95725484484
15,6015.6635785353
16,6019.29390712146
17,6026.1979407495
18,6034.56801062777
19,6041.48830847883
20,6050.23285660966
21,6056.45066040771
22,6061.56909708414
23,6071.07868624733
24,6076.58029261632
25,6086.85599024893
26,6091.62760645874
27,6097.14948728742
28,6102.67681771403
29,6108.20959318978
30,6113.7478092208
31,6122.28378999593
32,6127.83593032001
33,6133.0194736263
34,6132.39554004745
35,6137.21596254869
36,6147.20261807949
37,6152.778849752
38,6162.40429898288
39,6171.2654819269
40,6181.30184580383
41,6186.52100278026
42,6193.30691831322
43,6202.59738246693
44,6212.29026003321
45,6213.07707006156
46,6223.18015375081
47,6228.43503595912
48,6233.69438251613
49,6240.14611603727
50,6249.36637917402
51,6262.29724882838
52,6267.58988596591
53,6272.49208350235
54,6283.49445309301
55,6288.01142242512
56,6294.11971149025
57,6304.76274173766
58,6311.28617446464
59,6317.81536698293
60,6321.16039515992
61,6334.24959020925
62,6341.48180270669
63,6346.70671476372
64,6351.83377350578
65,6358.24452531244
66,6365.34020777269
67,6371.12421821865
68,6380.66519525288
69,6386.05397156405
70,6394.78766790034
71,6401.01177789091
72,6411.41284531888
73,6417.24007689619
74,6426.83563285668
75,6432.26129421213
76,6438.1079657186
77,6449.40011565016
78,6454.00864975234
79,6464.48967778631
80,6469.52584435178
81,6475.82757498271
82,6480.87239595237
83,6490.12552467987
84,6497.7181190404
85,6502.77871456459
86,6506.14405632281
87,6512.05916064702
88,6523.21279335779
89,6527.27450717856
90,6532.78101220992
91,6539.93425321651
92,6545.88136745302
93,6555.62699297134
94,6561.58863572233
95,6566.25226972593
96,6578.20043532914
97,6583.31072185918
98,6593.54098939691
99,6599.09926663755
100,6604.66206256074
101,6615.80121541807
102,6620.9372240278
103,6632.102489679
104,6640.48832224414
105,6648.44119096132
106,6654.4873584039
107,6659.65073130801
108,6670.43297864899
109,6675.60693377477
110,6681.67779866158
111,6692.94078537273
112,6698.1308927174
113,6708.52099729511
114,6714.17144773844
115,6720.27715150852
116,6732.05327654487
117,6740.10729202591
118,6748.16982981327
119,6753.85218922938
120,6758.40258175031
121,6770.01558753385
122,6781.87610050145
123,6787.58538739419
124,6795.24190082591
125,6799.47556932428
126,6810.009224448
127,6815.740927514
128,6827.21809799467
129,6835.37648856188
130,6838.71363439343
131,6850.22755313525
132,6856.45439961078
133,6867.53293486002
134,6873.77504091501
135,6880.02247177834
136,6885.34517026242
137,6896.93374836824
138,6903.20155131473
139,6908.07347928362
140,6916.21995719261
141,6920.6343460509
142,6934.15277967741
143,6937.6393192004
144,6945.35114130114
145,6951.19126804181
146,6961.94396651612
147,6969.21031005888
148,6985.63769975572
149,6987.92233709913
150,6993.53100274618
151,7009.62920541351
152,7010.32204145182
153,7027.79199655024
154,7032.33921392874
155,7036.36108479223
156,7051.92041522555
157,7055.35371953018
158,7069.71182089759
159,7075.65164349719
160,7075.58759001341
161,7092.42649036971
162,7100.8888202391
163,7112.34511007692
164,7118.3186882547
165,7125.25396269389
166,7134.23158319206
167,7143.21979759773
168,7155.22058106621
169,7161.70894060533
170,7168.20269853897
171,7175.66380184882
172,7187.23461962448
173,7193.74977531304
174,7205.34763778362
175,7206.79631924108
176,7218.89809989374
177,7231.01887653373
178,7237.5710846739
179,7244.61338988552
180,7255.80356946121
181,7262.86287946232
182,7269.92782525272
183,7282.61603003856
184,7288.72441750243
185,7295.32492522736
186,7307.5665364886
187,7315.15917607834
188,7321.78151204742
189,7334.06509401989
190,7340.21409633018
191,7348.32553127562
192,7359.67105029521
193,7367.31140328332
194,7374.46726074485
195,7380.64830914448
196,7393.02490909352
197,7400.20363406039
198,7412.11871043751
199,7419.8069674141
200,7428.64088571865
201,7429.6121112875
202,7445.69061211506
203,7451.59832041852
204,7453.42093741495
205,7461.44319194657
206,7480.3894643069
207,7480.26037080166
208,7500.18840256498
209,7507.45904687575
210,7507.0772716231
211,7514.85600120671
212,7522.6515721802
213,7534.98416234048
214,7542.56170684676
215,7549.37672702322
216,7557.50327810875
217,7567.91496439205
218,7577.69871033311
219,7587.7143976158
220,7595.68786944441
221,7604.39543685695
222,7611.97201500522
223,7623.65741794279
224,7628.90920513739
225,7639.26768731569
226,7655.83810638847
227,7662.96724983893
228,7670.81581492361
229,7673.33725344223
230,7678.74320649212
231,7701.57976499849
232,7717.34048506242
233,7722.95812357751
234,7729.37236671147
235,7745.1819744081
236,7752.93556796561
237,7760.45174155966
238,7775.1195150959
239,7782.61880718925
240,7793.11972161796
241,7806.14742152227
242,7815.18619293263
243,7823.22410993615
244,7834.28349949173
245,7842.34085539805
246,7852.92171787898
247,7866.54803210894
248,7875.14273981111
249,7882.73181609743
250,7893.36186533457
251,7904.5220329655
252,7917.72534438332
253,7925.85840651885
254,7936.07133843307
255,7943.43079900845
256,7953.88022048082
257,7977.31162272786
258,7979.91494779717
259,7995.98886779573
260,8000.30297305433
261,8008.37999524304
262,8017.43773033242
