Time,Height,HeightError,MaxWidth,MaxWidthError,VelocityInst,VelocityInstError,VelocityAvg,VelocityAvgError,AccelerationInst,AccelerationInstError,AccelerationAvg,AccelerationAvgError,rowPixel,colPixel
1,26.643179251389,104.98235829814,20.0785048352809,84.9287679293093,26.643179251389,104.98235829814,26.643179251389,104.98235829814,26.643179251389,104.98235829814,26.643179251389,104.98235829814,738,250
2,57.7832222999996,105.909234684497,120.226705406025,86.0966156432264,31.1400430486106,210.891592982637,28.8916111499998,52.9546173422484,4.49686379722152,105.909234684497,14.4458055749999,26.4773086711242,731,267
3,62.2368188886037,106.041801429719,145.164217815309,86.5329922405779,4.45359658860411,211.951036114215,20.7456062962012,35.3472671432395,-26.6864464600064,1.05944313157886,6.91520209873374,11.7824223810798,730,250.75
4,71.1478121388191,106.307052874568,160.305496170356,86.0884037017584,8.91099325021537,212.348854304287,17.7869530347048,26.5767632186421,4.45739666161126,0.397818190071575,4.44673825867619,6.64419080466052,728,247
5,97.9114514307651,107.103758652473,244.54714311599,88.2665020623278,26.763639291946,213.410811527042,19.582290286153,21.4207517304947,17.8526460417306,1.0619572227547,3.9164580572306,4.28415034609893,722,244
6,106.842980565257,107.369647293532,274.360494798443,88.5484276129062,8.93152913449217,214.473405946005,17.8071634275429,17.8949412155887,-17.8321101574538,1.06259441896361,2.96786057125715,2.98249020259811,720,246
7,115.779715967384,107.635697413932,304.91799772524,87.3621735341686,8.93673540212649,215.005344707464,16.539959423912,15.3765282019902,0.00520626763432119,0.531938761458377,2.36285134627314,2.19664688599861,718,247
8,124.721686679815,107.901909889663,304.91799772524,87.3621735341686,8.94197071243138,215.537607303594,15.5902108349769,13.4877387362078,0.00523531030489721,0.532262596130636,1.94877635437211,1.68596734202598,716,248
9,142.62145052028,108.434825420882,324.919931557778,87.3530186400181,17.8997638404646,216.336735310544,15.8468278355866,12.0483139356535,8.95779312803325,0.799128006950014,1.76075864839852,1.33870154840595,712,251
10,151.579302048873,108.701530238191,334.9214155121,87.3482229533057,8.95785152859344,217.136355659072,15.1579302048873,10.8701530238191,-8.94191231187119,0.799620348528038,1.51579302048873,1.08701530238191,710,248
11,160.542505689702,108.968400934498,334.9214155121,87.3482229533057,8.9632036408284,217.669931172689,14.5947732445183,9.90621826677254,0.00535211223495935,0.533575513616256,1.32679756768348,0.900565296979322,708,250
12,178.485086814098,109.502643509752,334.751202369243,87.6418999024919,17.9425811243964,218.47104444425,14.8737572345082,9.1252202924793,8.97937748356799,0.801113271560894,1.23947976954235,0.760435024373275,704,252
13,182.974123119358,109.636309214617,334.751202369243,87.6418999024919,4.48903630525956,219.138952724369,14.0749325476429,8.43356224727825,-13.4535448191368,0.667908280119264,1.08268711904945,0.648735557482942,703,253
14,196.449429555529,110.037560258214,334.751202369243,87.6418999024919,13.4753064361712,219.673869472831,14.0321021111092,7.85982573272959,8.98627013091163,0.534916748462706,1.00229300793637,0.561416123766399,700,257
15,214.435770625275,110.573158324194,329.83675046853,87.4974930659392,17.9863410697467,220.610718582408,14.295718041685,7.3715438882796,4.51103463357549,0.936849109576769,0.953047869445668,0.49143625921864,696,257
16,218.935820972091,110.707165136924,329.83675046853,87.4974930659392,4.50005034681567,221.280323461118,13.6834888107557,6.91919782105775,-13.486290722931,0.66960487870972,0.855218050672231,0.432449863816109,695,261
17,232.444347797136,111.109444885141,333.402350020789,89.9861139059353,13.5085268250446,221.816610022065,13.6731969292433,6.53584969912595,9.00847647822889,0.536286560947133,0.804305701720192,0.384461747007409,692,262
18,245.965516760244,111.512115967272,332.736431140375,91.1547850256308,13.5211689631085,222.621560852413,13.6647509311247,6.19511755373732,0.0126421380639385,0.804950830347707,0.759152829506926,0.344173197429851,689,267
19,259.49942902767,111.91518143798,333.235341225852,90.2784950561737,13.5339122674263,223.427297405251,13.6578646856669,5.89027270726209,0.0127433043178371,0.805736552838653,0.718834983456151,0.310014353013794,686,268
20,277.56464380921,112.453220858921,337.285132198883,91.8816805236822,18.0652147815392,224.3684022969,13.8782321904605,5.62266104294603,4.53130251411289,0.94110489164882,0.693911609523024,0.281133052147301,682,268
21,286.605889883421,112.722507818117,341.486678787681,93.1897870695153,9.04124607421136,225.175728677037,13.6478995182581,5.36773846752936,-9.02396870732787,0.807326380136828,0.649899977059912,0.255606593691874,680,273
22,295.652935463037,112.991974162884,350.699696452059,94.3474848134578,9.04704557961645,225.714481981,13.4387697937744,5.13599882558563,0.00579950540509344,0.53875330396329,0.610853172444292,0.233454492072074,678,275
23,313.764546711826,113.531448681608,355.554360422886,94.4901849091635,18.1116112487882,226.523422844492,13.6419368135576,4.93614994267863,9.06456566917177,0.808940863491898,0.593127687545984,0.214615214899071,674,277
24,322.829173345866,113.801458697357,359.880199110407,95.5029162335525,9.06462663404,227.332907378965,13.4512155560777,4.74172744572319,-9.04698461474823,0.809484534472745,0.560467314836572,0.197571976905133,672,280
25,340.97622158462,114.3420288629,379.241154064894,96.0720700730946,18.1470482387545,228.143487560257,13.6390488633848,4.57368115451601,9.08242160471445,0.810580181291698,0.545561954535392,0.18294724618064,668,284
26,350.058704587428,114.612590867983,383.704734201132,96.7929521391503,9.08248300280775,228.954619730883,13.4637963302857,4.40817657184548,-9.0645652359467,0.811132170626024,0.517838320395603,0.169545252763288,666,285
27,359.147201233146,114.883338728594,393.358931154761,97.0767792351678,9.08849664571858,229.495929596577,13.3017481938202,4.25493847142943,0.00601364291082973,0.541309865694302,0.492657340511861,0.157590313756645,664,288
28,368.241742404334,115.154273378095,412.641316751191,97.6436914600101,9.0945411711873,230.037612106689,13.1514908001548,4.11265262064623,0.0060445254687238,0.541682510111968,0.469696100005528,0.146880450737366,662,291
29,377.342359057762,115.425395752154,407.432750686771,98.0796458418728,9.10061665342801,230.579669130248,13.0118054847504,3.9801860604191,0.00607548224070342,0.542057023559437,0.448682947750014,0.137247795186866,660,294
30,386.449082224865,115.696706788768,411.851996802038,98.7980886530169,9.10672316710315,231.122102540922,12.8816360741622,3.85655689295893,0.00610651367514947,0.542433410673198,0.429387869138739,0.128551896431964,658,297
31,395.561943012199,115.96820742827,431.065834843643,99.3630456219571,9.11286078733428,231.664914217038,12.7600626778129,3.74090991704098,0.0061376202311294,0.542811676116571,0.411614925090738,0.120674513452935,656,308
32,404.680972601892,116.239898613351,420.663649746377,100.232460752893,9.11902958969313,232.208106041621,12.6462803938091,3.63249683166722,0.0061688023588431,0.543191824583232,0.395196262306535,0.113515525989601,654,311
33,413.806202252105,116.511781289062,440.451081484784,99.9330637016652,9.12522965021253,232.751679902413,12.5395818864274,3.53066003906248,0.00620006051940436,0.543573860791184,0.37998732989174,0.106989698153408,652,313
34,422.937663297493,116.783856402841,445.032314987513,100.361681214869,9.13146104538828,233.295637691903,12.4393430381616,3.43481930596592,0.006231395175746,0.543957789490378,0.365863030534164,0.101024097234292,650,299.5625
35,441.219405297652,117.328587746338,454.391226350919,100.930657516329,18.2817420001584,234.112444149179,12.60626872279,3.35224536418108,9.1502809547701,0.816806457276243,0.36017910636543,0.0957784389766024,646,289
36,459.526450827075,117.874100271495,458.526224286959,101.932676769759,18.3070455294237,235.202688017833,12.7646236340854,3.27428056309709,0.0253035292653294,1.09024386865394,0.354572878724595,0.0909522378638081,642,292
37,468.689541577875,118.147151871495,467.633667573016,102.786753041538,9.16309075079971,236.02125214299,12.6672849075101,3.19316626679715,-9.14395477862399,0.818564125156627,0.342359051554328,0.0863017909945176,640,295
38,487.035018069087,118.693850556471,474.387684317673,94.1301282946669,18.3454764912121,236.841002427966,12.8167110018181,3.12352238306504,9.18238574041243,0.81975028497618,0.337281868468897,0.08219795744908,636,297
39,505.406434169275,119.24134966396,479.215870440485,94.2720728724606,18.3714161001881,237.935200220431,12.9591393376737,3.05747050420409,0.0259396089759321,1.09419779246514,0.332285624042916,0.0783966795949768,632,297
40,523.804046557408,119.789656960216,498.506909626421,94.8392319622675,18.397612388133,239.031006624176,13.0951011639352,2.9947414240054,0.0261962879449129,1.09580640374452,0.32737752909838,0.074868535600135,628,300
41,533.012756928625,120.064116117192,503.816196987522,94.4001530755071,9.20871037121651,239.853773077408,13.0003111446006,2.92839307602907,-9.18890201691647,0.822766453232134,0.317080759624405,0.0714242213665627,626,302
42,542.228113219589,120.338780252156,518.775257729662,94.2441613499432,9.21535629096388,240.402896369347,12.910193171895,2.86520905362275,0.0066459197473705,0.549123291939623,0.307385551711785,0.0682192631814941,624,308
